City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Klaksvik,FO,62.2266,-6.589,41.0,87,20,27.63,few clouds
350,Wysokie Mazowieckie,PL,52.9166,22.5171,12.99,85,57,7.38,broken clouds
351,Haines Junction,CA,60.7522,-137.5108,24.8,86,98,2.44,light snow
352,Rawson,AR,-43.3002,-65.1023,62.51,75,70,19.1,moderate rain
353,Luderitz,NA,-26.6481,15.1594,64.6,79,44,11.68,scattered clouds
354,Saint-Francois,FR,46.4154,3.9054,32.0,80,90,8.05,overcast clouds
355,Adrar,MR,20.5022,-10.0711,61.54,26,100,11.48,overcast clouds
356,Jaciara,BR,-15.9653,-54.9683,73.29,92,100,1.74,overcast clouds
357,Panzhihua,CN,26.5851,101.7128,42.01,81,84,1.72,broken clouds
358,Mazamari,PE,-11.3258,-74.5308,74.64,70,64,0.27,broken clouds
359,Kilindoni,TZ,-7.9139,39.6668,79.63,82,24,12.17,few clouds
360,Mehamn,NO,71.0357,27.8492,37.4,81,40,17.27,scattered clouds
361,Wewak,PG,-3.5534,143.6268,81.95,79,71,4.05,broken clouds
362,Huarmey,PE,-10.0681,-78.1522,72.12,79,81,5.66,broken clouds
363,Kahului,US,20.8947,-156.47,87.8,45,40,12.66,scattered clouds
364,Esna,EG,25.2934,32.554,51.8,54,0,3.44,clear sky
365,Solnechnyy,RU,50.7214,136.6319,-13.92,86,6,2.33,clear sky
366,Nelson Bay,AU,-32.7167,152.15,72.0,26,0,18.41,clear sky
367,Santa Lucia,ES,27.9117,-15.5407,64.4,55,75,23.02,broken clouds
368,Havoysund,NO,70.9963,24.6622,35.6,80,75,10.36,broken clouds
369,Aripuana,BR,-9.1667,-60.6333,75.43,88,92,1.19,overcast clouds
370,Erenhot,CN,43.6475,111.9767,-6.97,84,0,7.4,clear sky
371,Yar-Sale,RU,66.8333,70.8333,-2.78,92,100,6.24,light snow
372,Itoman,JP,26.1247,127.6694,66.2,77,40,14.97,scattered clouds
373,Kaitangata,NZ,-46.2817,169.8464,66.0,73,32,5.99,scattered clouds
374,Bac Lieu,VN,9.285,105.7244,72.77,84,45,9.42,scattered clouds
375,Korla,CN,41.7597,86.1469,16.65,82,0,6.22,clear sky
376,Kiunga,PG,-6.1219,141.2906,74.57,97,100,2.35,overcast clouds
377,Marshfield,US,44.6689,-90.1718,37.0,93,90,8.05,snow
378,Ngatea,NZ,-37.2833,175.5,79.0,53,6,4.0,clear sky
379,Kanniyakumari,IN,8.0833,77.5667,78.04,83,88,19.17,overcast clouds
380,Karratha,AU,-20.7377,116.8463,87.6,74,39,14.65,scattered clouds
381,Sitrah,BH,26.1547,50.6206,66.2,63,0,3.44,clear sky
382,Sur,OM,22.5667,59.5289,65.75,59,0,3.87,clear sky
383,Zhanaozen,KZ,43.3,52.8,35.56,92,18,17.81,few clouds
384,Trebukhiv,UA,50.4843,30.903,12.99,85,75,2.24,light snow
385,General Roca,AR,-39.0333,-67.5833,75.2,23,43,24.16,dust
386,Tondano,ID,1.3038,124.9112,78.8,89,75,8.05,broken clouds
387,Westport,US,41.1415,-73.3579,42.8,81,90,19.57,overcast clouds
388,Mount Gambier,AU,-37.8333,140.7667,55.4,76,90,14.97,overcast clouds
389,Chalus,IR,36.655,51.4204,50.0,93,20,4.61,few clouds
390,Itarema,BR,-2.9248,-39.9167,79.5,79,5,14.58,clear sky
391,Schortens,DE,53.5333,7.95,30.99,80,100,2.3,overcast clouds
392,Uniontown,US,39.9001,-79.7164,36.0,67,97,6.96,overcast clouds
393,Poum,NC,-20.2333,164.0167,82.33,76,100,7.61,light rain
394,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.77,93,100,0.76,heavy intensity rain
395,Nome,US,64.5011,-165.4064,26.6,54,1,10.36,clear sky
396,Songea,TZ,-10.6833,35.65,66.2,94,40,2.48,scattered clouds
397,Paita,PE,-5.0892,-81.1144,71.15,83,100,10.69,overcast clouds
398,Nadym,RU,65.5333,72.5167,0.07,93,100,6.87,light snow
399,Tura,IN,25.5198,90.2201,54.88,58,1,2.28,clear sky
400,Shenjiamen,CN,29.9576,122.298,44.47,78,96,22.55,overcast clouds
401,Port Keats,AU,-14.25,129.55,84.38,75,51,3.11,broken clouds
402,Sirjan,IR,29.452,55.6814,43.54,51,0,3.13,clear sky
403,Lubango,AO,-14.9172,13.4925,55.63,71,1,4.03,clear sky
404,Ongandjera,NA,-17.8833,15.0667,71.58,55,47,11.1,scattered clouds
405,Carutapera,BR,-1.195,-46.02,78.3,78,37,7.99,scattered clouds
406,Pafos,CY,34.7667,32.4167,64.4,63,75,12.66,broken clouds
407,Loandjili,CG,-4.7561,11.8578,80.6,94,20,3.44,few clouds
408,Quepos,CR,9.4236,-84.1652,80.6,53,75,12.66,broken clouds
409,Tiarei,PF,-17.5333,-149.3333,84.0,69,75,10.36,light rain
410,Arlit,NE,18.7369,7.3853,72.75,20,23,7.49,few clouds
411,Purnia,IN,25.7833,87.4667,51.24,67,2,5.53,clear sky
412,Vestmannaeyjar,IS,63.4427,-20.2734,43.7,86,100,23.2,overcast clouds
413,Ust-Maya,RU,60.4167,134.5333,-44.0,79,76,1.63,broken clouds
414,Krasnyy Yar,RU,46.5331,48.3456,28.4,86,75,17.9,broken clouds
415,San Matias,BO,-16.3667,-58.4,81.91,65,65,3.85,heavy intensity rain
416,Male,MV,4.1748,73.5089,82.4,74,75,10.36,broken clouds
417,Juxtlahuaca,MX,17.4294,-99.1467,75.76,65,100,5.14,overcast clouds
418,Maua,BR,-23.6678,-46.4614,69.8,83,90,4.61,light rain
419,Prnjavor,BA,44.8703,17.6628,28.4,93,40,4.61,mist
420,Broken Hill,AU,-31.95,141.4333,57.2,51,96,19.57,overcast clouds
421,Hanmer Springs,NZ,-42.5167,172.8167,82.22,31,0,1.36,clear sky
422,Puerto Maldonado,PE,-12.6,-69.1833,76.14,96,100,2.04,overcast clouds
423,Porto Velho,BR,-8.7619,-63.9039,80.6,83,40,1.03,scattered clouds
424,Sheopur,IN,25.6667,76.7,52.68,41,15,4.63,few clouds
425,Jamame,SO,0.0722,42.7506,74.7,88,0,7.61,clear sky
426,Neiafu,TO,-18.65,-173.9833,86.0,74,20,8.05,few clouds
427,Touros,BR,-5.1989,-35.4608,78.8,78,0,8.05,clear sky
428,Nemuro,JP,43.3236,145.575,35.56,97,100,30.51,light rain
429,Ende,ID,-8.8432,121.6623,79.93,78,100,3.44,light rain
430,Kristiansund,NO,63.1115,7.732,24.8,74,0,5.75,clear sky
431,Aden,YE,12.7794,45.0367,75.18,70,0,10.67,clear sky
432,Sao Francisco,BR,-15.9486,-44.8644,72.0,88,95,2.91,overcast clouds
433,La Joya,MX,18.6667,-99.4667,88.0,28,90,4.61,overcast clouds
434,Yerbogachen,RU,61.2767,108.0108,-39.91,80,100,5.68,overcast clouds
435,Mana,GF,5.6592,-53.7767,76.75,88,72,12.28,broken clouds
436,Alwar,IN,27.5667,76.6,50.14,48,0,2.28,clear sky
437,Lososina,RU,48.9975,140.3106,1.17,88,100,6.96,light snow
438,Turukhansk,RU,65.8167,87.9833,-27.44,80,48,10.42,scattered clouds
439,Dajal,PK,29.5577,70.3762,52.3,32,0,6.38,clear sky
440,Naro Moru,KE,-0.1676,37.0213,55.02,94,52,0.63,broken clouds
441,Bang Saphan,TH,11.2126,99.5117,67.35,87,1,3.24,clear sky
442,Xiongyue,CN,40.1774,122.1228,3.74,85,0,6.82,clear sky
443,Susaki,JP,33.3667,133.2833,48.2,93,75,4.61,light rain
444,College,US,64.8569,-147.8028,17.6,67,75,4.61,broken clouds
445,Fukue,JP,32.6881,128.8419,49.42,81,54,25.72,broken clouds
446,Puerto Narino,CO,-3.7703,-70.3831,84.2,79,40,3.44,scattered clouds
447,Gamba,GA,-2.65,10.0,76.73,88,100,6.22,moderate rain
448,Katsuura,JP,35.1333,140.3,55.99,71,75,17.27,broken clouds
449,Alice Springs,AU,-23.7,133.8833,77.0,23,26,20.71,scattered clouds
450,High Level,CA,58.5169,-117.136,23.0,93,75,3.44,broken clouds
451,Kununurra,AU,-15.7667,128.7333,84.2,79,48,4.23,scattered clouds
452,Camacha,PT,33.0833,-16.3333,57.2,77,40,12.66,scattered clouds
453,Carauari,BR,-4.8828,-66.8958,76.75,93,69,1.05,broken clouds
454,Dakar,SN,14.6937,-17.4441,66.2,77,100,6.91,overcast clouds
455,Baykit,RU,61.67,96.37,-31.13,76,0,1.07,clear sky
456,Lincoln,US,40.8,-96.667,30.2,80,90,24.16,light snow
457,Steamboat Springs,US,40.485,-106.8317,27.0,46,1,2.06,clear sky
458,Zhangye,CN,38.9342,100.4517,11.52,82,100,4.79,overcast clouds
459,Pell City,US,33.5862,-86.2861,50.0,23,20,11.5,few clouds
460,Jalu,LY,29.0331,21.5482,50.5,59,0,5.93,clear sky
461,Balabac,PH,7.9868,117.0645,80.2,80,80,6.26,light rain
462,Bocas Del Toro,PA,9.3333,-82.25,68.0,58,50,5.99,light rain
463,Victor Harbor,AU,-35.5667,138.6167,61.0,59,96,11.43,overcast clouds
464,Alofi,NU,-19.0595,-169.9187,86.0,74,75,10.36,light rain
465,Ovsyanka,RU,55.9575,92.5519,-0.4,71,0,8.95,clear sky
466,Waddan,LY,29.1614,16.139,50.32,47,13,4.92,few clouds
467,Khovu-Aksy,RU,51.1333,93.6,-11.79,82,97,4.43,overcast clouds
468,Ambovombe,MG,-25.1667,46.0833,75.54,91,26,3.6,scattered clouds
469,Tomatlan,MX,19.9333,-105.25,90.19,22,74,9.35,broken clouds
470,Morros,BR,-9.4467,-46.3003,74.62,85,92,5.35,moderate rain
471,Snezhnogorsk,RU,69.1933,33.2531,12.2,85,40,2.24,light snow
472,La Crosse,US,43.8014,-91.2396,37.4,75,75,6.91,broken clouds
473,Lethem,GY,3.3803,-59.7968,79.95,70,93,11.7,overcast clouds
474,Rosarito,MX,32.3333,-117.0333,86.0,9,20,4.61,few clouds
475,Karaton,ID,-6.3424,106.1045,78.01,88,40,5.75,haze
476,Avera,US,33.194,-82.5271,51.8,100,40,7.02,scattered clouds
477,Sladna,BA,44.7294,18.4242,23.0,100,75,5.75,mist
478,Wilmington,US,34.2257,-77.9447,60.8,55,75,10.36,broken clouds
479,San Ignacio,BZ,17.1561,-89.0714,84.2,70,40,4.61,light rain
480,Naryan-Mar,RU,67.6713,53.087,-18.56,82,1,2.86,clear sky
481,Dingle,PH,10.9995,122.6711,75.79,91,31,7.83,light rain
482,Kavaratti,IN,10.5669,72.642,81.7,75,34,6.62,light rain
483,Uray,RU,60.1247,64.7758,1.8,94,99,3.76,overcast clouds
484,Saint Anthony,US,45.0205,-93.218,35.6,87,90,12.66,snow
485,Kabo,CF,7.6994,18.629,73.26,21,10,2.46,clear sky
486,Ishigaki,JP,24.3448,124.1572,66.2,77,40,17.27,scattered clouds
487,Hoima,UG,1.4356,31.3436,71.11,52,74,4.21,broken clouds
488,Zelenogorskiy,RU,55.0333,87.0,-7.6,84,0,4.47,clear sky
489,Kamina,CD,-8.7386,24.9906,61.59,98,98,2.84,overcast clouds
490,Sinnamary,GF,5.3833,-52.95,77.29,88,69,13.65,light rain
491,Gedo,ET,9.0167,37.45,56.26,58,41,1.12,scattered clouds
492,Harper,LR,4.375,-7.7169,78.06,86,28,8.48,light rain
493,Mataram,ID,-8.5833,116.1167,77.0,94,75,5.75,broken clouds
494,Havre-Saint-Pierre,CA,50.2334,-63.5986,24.8,86,90,6.51,overcast clouds
495,Hambantota,LK,6.1241,81.1185,75.2,100,75,5.75,light rain
496,Waipawa,NZ,-41.4122,175.5153,70.0,77,90,14.97,overcast clouds
497,Montbrison,FR,45.6667,4.0833,32.0,86,90,8.05,overcast clouds
498,Caravelas,BR,-17.7125,-39.2481,76.24,86,83,5.23,broken clouds
499,Karatau,KZ,43.1667,70.4667,31.19,85,0,4.41,clear sky
500,San Policarpo,PH,12.1791,125.5072,80.98,84,90,5.93,overcast clouds
501,Barstow,US,34.8986,-117.0228,73.4,12,1,5.75,clear sky
502,Puerto Escondido,MX,15.85,-97.0667,80.6,69,40,4.61,scattered clouds
503,Locri,IT,38.2414,16.2623,53.01,97,100,10.96,overcast clouds
504,Portobelo,PA,9.55,-79.65,81.0,99,53,9.93,broken clouds
505,Aleksandrov Gay,RU,50.147,48.5704,23.99,97,100,19.22,overcast clouds
506,Port Augusta,AU,-32.5,137.7667,62.6,55,90,13.8,overcast clouds
507,Beitbridge,ZW,-22.2167,30.0,77.63,74,35,5.99,scattered clouds
508,Nathdwara,IN,24.9333,73.8167,57.94,35,1,1.77,clear sky
509,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,-0.4,78,100,6.71,overcast clouds
510,Puerto Baquerizo Moreno,EC,-0.9,-89.6,78.8,89,20,8.05,few clouds
511,Seymchan,RU,62.8833,152.4333,-32.55,82,100,0.98,overcast clouds
512,Zemaiciu Naumiestis,LT,55.3592,21.7022,10.42,95,0,5.55,clear sky
513,Daru,PG,-9.0763,143.2092,81.39,85,98,8.95,overcast clouds
514,Izhmorskiy,RU,56.194,86.6414,-5.31,90,100,10.07,overcast clouds
515,Shirokiy,RU,49.758,129.523,-24.21,86,0,4.12,clear sky
516,Kenai,US,60.5544,-151.2583,35.01,69,1,8.05,clear sky
517,Yuli,NG,9.6989,10.2744,70.92,22,18,5.73,few clouds
518,Caparrapi,CO,5.3464,-74.4915,68.68,99,95,1.83,overcast clouds
519,Skjervoy,NO,70.0311,20.9714,40.32,76,100,27.65,overcast clouds
520,Pedernales,DO,18.0384,-71.744,77.79,69,82,1.88,broken clouds
521,Narsaq,GL,60.9167,-46.05,23.0,50,75,8.05,light snow
522,Alta Floresta,BR,-9.8756,-56.0861,74.25,95,89,2.26,moderate rain
523,Birpur,IN,26.5167,87.0167,53.89,64,0,4.05,clear sky
524,Mujiayingzi,CN,42.1167,118.7833,-10.19,79,0,8.63,clear sky
525,Diamantino,BR,-14.4086,-56.4461,75.96,90,100,3.87,overcast clouds
526,Dauphin,CA,51.1494,-100.0502,17.6,95,1,2.3,clear sky
527,Inirida,CO,3.8653,-67.9239,76.41,94,75,3.0,light rain
528,Apac,UG,1.9756,32.5386,76.19,41,78,2.3,broken clouds
529,Tongliao,CN,43.6125,122.2653,-12.68,84,0,8.19,clear sky
530,Chitral,PK,35.8462,71.7858,36.61,45,0,8.59,clear sky
531,Bombay,IN,19.0144,72.8479,73.4,56,58,4.61,smoke
532,Udala,ES,43.0778,-2.5125,39.99,97,76,3.24,broken clouds
533,Richards Bay,ZA,-28.783,32.0377,77.27,89,83,15.32,light rain
534,Iquique,CL,-20.2208,-70.1431,71.6,60,75,10.36,broken clouds
535,Medicine Hat,CA,50.0501,-110.6683,42.8,49,75,14.97,broken clouds
536,Morlaix,FR,48.5833,-4.0,43.0,93,90,9.22,overcast clouds
537,Honavar,IN,14.2833,74.45,75.99,60,50,4.23,scattered clouds
538,Paramonga,PE,-10.6667,-77.8333,70.93,83,99,4.5,overcast clouds
539,Quelimane,MZ,-17.8786,36.8883,77.0,94,75,5.75,broken clouds
540,Malakal,SS,9.5334,31.6605,74.12,20,0,6.98,clear sky
541,Athabasca,CA,54.7169,-113.2854,33.8,55,32,5.75,scattered clouds
542,Kirakira,SB,-10.4544,161.9205,83.08,75,100,8.7,light rain
543,Shache,CN,38.4167,77.2406,20.01,83,0,6.33,clear sky
544,Tokur,RU,53.1333,132.9,-31.32,86,77,2.24,broken clouds
545,Kalianget,ID,-7.05,113.9333,76.78,89,100,7.87,overcast clouds
546,Quatre Cocos,MU,-20.2078,57.7625,80.01,89,20,8.05,light rain
547,Foki,RU,56.693,54.3499,12.31,96,100,7.29,overcast clouds
548,Makat,KZ,47.6469,53.3463,34.38,91,100,15.86,overcast clouds
549,Labuhan,ID,-6.8844,112.2051,77.7,84,100,6.8,overcast clouds
550,La Chapelle-Sur-Erdre,FR,47.2958,-1.5531,33.8,93,0,2.3,clear sky
551,Banjar,ID,-8.19,114.9675,77.0,94,40,10.36,scattered clouds
552,Half Moon Bay,US,37.4636,-122.4286,66.99,59,1,8.05,clear sky
553,Aykhal,RU,66.0,111.5,-42.97,77,100,8.99,overcast clouds
554,Bulgan,MN,48.8125,103.5347,-9.6,79,50,5.08,scattered clouds
555,Palana,RU,59.1167,159.9667,-14.82,92,22,3.4,few clouds
556,Albox,ES,37.3886,-2.1495,46.99,53,15,1.99,few clouds
557,Wanxian,CN,30.8039,108.3897,51.26,53,93,7.52,overcast clouds
558,Atherton,GB,53.5237,-2.4935,35.01,82,100,3.0,overcast clouds
559,Belmonte,BR,-15.8631,-38.8828,77.0,83,75,2.3,broken clouds
560,Mlonggo,ID,-6.5333,110.7,77.0,88,40,2.3,moderate rain
561,Dubovskoye,RU,47.4092,42.7575,25.0,98,68,11.21,broken clouds
562,Keti Bandar,PK,24.1447,67.4497,63.16,37,0,8.12,clear sky
563,Lamu,KE,-2.2717,40.902,77.0,88,1,3.44,mist
564,Alikalia,SL,9.1667,-11.4,70.41,26,37,0.43,scattered clouds
565,Kanigoro,ID,-8.13,112.219,74.21,87,100,2.95,light rain
566,Chyhyryn,UA,49.0838,32.6555,14.43,93,51,13.11,broken clouds
567,Ebolowa,CM,2.9,11.15,69.57,94,19,1.68,few clouds
568,Bahia Blanca,AR,-38.7196,-62.2724,87.21,17,0,13.94,clear sky
569,Murray Bridge,AU,-35.1167,139.2667,61.0,59,99,13.06,overcast clouds
570,Harwich,GB,51.9419,1.2844,35.01,78,80,3.0,broken clouds
571,Inuvik,CA,68.3499,-133.7218,-11.2,77,100,13.8,overcast clouds
572,Gat,IL,31.61,34.7642,53.01,100,0,5.82,clear sky
573,Xuddur,SO,4.1213,43.8894,71.64,68,0,12.62,clear sky
574,Verkhnevilyuysk,RU,63.4453,120.3167,-36.71,82,100,5.44,overcast clouds
575,Baculin,PH,7.4525,126.5842,79.52,78,96,6.26,light rain
576,Wawa,NG,9.9022,4.4192,76.03,19,0,7.29,clear sky
577,Ouadda,CF,8.0777,22.4007,68.31,25,1,5.53,clear sky
578,Nara,JP,34.6851,135.8049,43.0,93,75,2.3,broken clouds
579,Saint-Augustin,CA,51.226,-58.6502,23.43,93,0,7.25,clear sky
580,Cockburn Town,TC,21.4612,-71.1419,78.8,73,40,6.91,scattered clouds
581,San Cristobal,VE,7.7669,-72.225,84.2,61,20,9.22,light rain
582,Siedlce,PL,52.1677,22.2901,14.0,84,23,6.78,few clouds
583,Pathein,MM,16.7833,94.7333,64.15,86,0,1.77,clear sky
584,Lokoja,NG,7.8024,6.743,85.89,35,78,4.03,broken clouds
585,Gundlupet,IN,11.8,76.6833,66.31,94,18,5.86,few clouds
586,Abu Samrah,SY,35.3029,37.1841,48.76,84,0,8.72,clear sky
587,Kutum,SD,14.2,24.6667,52.79,41,0,7.09,clear sky
588,Kaupanger,NO,61.1845,7.2404,13.86,77,0,0.25,clear sky
589,Jinchang,CN,38.4953,102.1739,11.97,78,98,6.35,overcast clouds
590,Sapele,NG,5.8941,5.6767,77.79,85,52,2.98,broken clouds
591,Bow Island,CA,49.8668,-111.3684,44.6,45,100,9.22,overcast clouds
592,Nouadhibou,MR,20.931,-17.0347,64.4,59,0,19.57,clear sky
593,Thap Than,TH,15.4606,99.8917,72.0,71,0,3.15,clear sky
594,Gorin,RU,51.1983,136.6669,-20.52,87,27,2.71,scattered clouds
595,Vestmanna,FO,62.1564,-7.1664,41.0,87,20,27.63,few clouds
596,Tezu,IN,27.9167,96.1667,59.81,52,22,2.8,few clouds
597,Madrid,ES,40.4165,-3.7026,36.0,93,18,1.14,mist
598,Port-Gentil,GA,-0.7193,8.7815,80.6,89,40,5.75,scattered clouds
599,Finschhafen,PG,-6.6024,147.8681,86.13,67,100,8.55,light rain
600,Moose Factory,CA,51.2585,-80.6094,30.2,93,90,3.44,overcast clouds
601,Salta,AR,-24.7859,-65.4117,78.8,61,75,1.48,light rain
602,Champerico,GT,14.3,-91.9167,87.8,62,40,9.22,scattered clouds
603,Kedougou,SN,12.5579,-12.1743,73.69,17,56,2.21,broken clouds
604,Mercedes,AR,-34.6515,-59.4307,75.99,93,73,7.99,broken clouds
605,Yining,CN,29.0361,114.5636,41.4,72,4,4.7,clear sky
606,East Wenatchee Bench,US,47.4257,-120.2812,42.01,70,1,2.17,clear sky
607,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,30.99,97,89,6.91,overcast clouds
608,Riyadh,SA,24.6877,46.7219,59.0,51,1,6.91,haze
609,Jumla,NP,29.2747,82.1838,40.77,51,0,4.07,clear sky
610,Shingu,JP,33.7333,135.9833,50.0,87,40,4.61,scattered clouds
611,Broome,US,42.2506,-75.833,37.99,80,90,14.97,overcast clouds
612,Hobyo,SO,5.3505,48.5268,76.44,81,43,16.46,scattered clouds
613,Ahipara,NZ,-35.1667,173.1667,71.42,53,51,4.65,broken clouds
614,Dryden,CA,49.7833,-92.7503,30.2,93,90,5.75,mist
615,Chicama,PE,-7.8447,-79.1469,72.73,72,92,4.72,overcast clouds
616,Bend,US,44.0582,-121.3153,52.0,62,20,4.61,few clouds
617,Palmer,US,42.1584,-72.3287,39.99,70,90,5.75,overcast clouds
618,Camana,PE,-16.6228,-72.7111,71.08,76,99,8.41,overcast clouds
619,Apt,FR,43.8833,5.4,37.4,75,0,23.02,clear sky
620,Qaqortoq,GL,60.7167,-46.0333,23.0,50,75,8.05,broken clouds
621,Mahajanga,MG,-15.7167,46.3167,80.6,89,20,2.3,moderate rain
622,Corrales,US,35.2378,-106.6067,55.4,11,1,14.97,clear sky
623,Custodia,BR,-8.0875,-37.6431,79.88,45,86,11.48,overcast clouds
624,Santo Antonio Do Ica,BR,-3.1022,-67.9397,77.13,93,93,2.06,overcast clouds
625,Upata,VE,8.0086,-62.3989,84.99,69,72,5.01,broken clouds
626,Medea,DZ,36.2642,2.7539,48.2,93,75,3.44,broken clouds
627,Lima,PE,-12.0432,-77.0282,71.6,78,75,8.05,moderate rain
628,Sumenep,ID,-7.0167,113.8667,76.21,90,100,6.62,overcast clouds
629,Sheridan,US,44.8333,-106.9173,44.6,26,75,4.61,broken clouds
630,Nizhniy Kuranakh,RU,58.8353,125.4869,-14.87,87,100,2.64,overcast clouds
631,Jiazi,CN,22.8779,116.067,56.91,75,3,11.14,clear sky
632,Khandagayty,RU,50.7333,92.05,-16.42,84,99,1.74,overcast clouds
633,Bandarbeyla,SO,9.4942,50.8122,73.76,78,9,15.1,clear sky
634,Xining,CN,36.6167,101.7667,10.9,91,95,1.54,overcast clouds
635,Axim,GH,4.8699,-2.2405,79.38,83,0,9.69,clear sky
636,Hanyang,CN,32.1371,105.5126,34.0,54,100,11.99,overcast clouds
637,Port Macquarie,AU,-31.4333,152.9167,75.99,41,0,1.99,clear sky
638,Sabang,ID,5.8933,95.3214,80.6,76,85,5.48,heavy intensity rain
639,Maceio,BR,-9.6658,-35.7353,75.2,88,40,3.44,scattered clouds
640,Alappuzha,IN,9.49,76.3264,77.13,86,30,4.23,scattered clouds
641,Manggar,ID,-2.8833,108.2667,78.17,81,100,5.99,overcast clouds
642,Santa Cruz,BO,-17.8,-63.1667,80.6,78,75,11.5,broken clouds
643,Lorengau,PG,-2.0226,147.2712,84.11,78,65,12.19,light rain
644,Deer Lake,CA,49.1667,-57.4316,28.4,69,75,4.61,broken clouds
645,Tulagi,SB,-9.0996,160.1476,82.81,77,89,12.91,moderate rain
646,Artesia,US,33.8658,-118.0831,93.2,9,1,5.75,clear sky
647,Myitkyina,MM,25.3833,97.4,54.28,74,79,1.57,broken clouds
648,Luang Prabang,LA,19.8856,102.1347,57.0,82,10,1.1,clear sky
649,Kristiinankaupunki,FI,62.2743,21.376,23.92,97,94,9.57,overcast clouds
650,Ruteng,ID,-8.6136,120.4721,64.72,100,100,0.18,moderate rain
651,Norrtalje,SE,59.758,18.705,28.0,88,94,8.99,overcast clouds
652,Shitkino,RU,56.3703,98.3543,-1.75,90,100,9.8,overcast clouds
653,Mutis,CO,6.2262,-77.4044,79.38,82,100,3.87,light rain
654,Husavik,IS,66.0449,-17.3389,39.2,70,90,5.75,overcast clouds
655,Swellendam,ZA,-34.0226,20.4417,66.2,68,0,11.5,clear sky
656,Eureka,US,40.8021,-124.1637,60.01,88,83,1.99,broken clouds
657,Verkhnyaya Inta,RU,65.9811,60.3094,-7.87,86,100,3.02,overcast clouds
658,Krasnoselkup,RU,65.7,82.4667,-9.74,89,100,12.21,overcast clouds
659,San-Pedro,CI,4.7485,-6.6363,77.9,87,23,7.78,few clouds
660,Odweyne,SO,9.4092,45.064,64.74,28,9,12.37,clear sky
661,Kurchum,KZ,48.5722,83.6542,-15.81,79,0,3.98,clear sky
662,Suntar,RU,62.1444,117.6319,-33.36,83,100,4.65,overcast clouds
663,Nizhniy Odes,RU,63.6445,54.856,3.16,94,94,2.84,overcast clouds
664,Ubinskoye,RU,55.3068,79.6802,-2.94,91,100,13.06,overcast clouds
665,Sainte-Maxime,FR,43.3,6.6333,46.0,56,99,8.05,overcast clouds
666,Cariati,IT,39.4922,16.9594,36.0,100,90,13.8,light snow
667,Langsa,ID,4.4683,97.9683,73.8,95,97,1.03,moderate rain
668,Raudeberg,NO,61.9875,5.1352,30.2,69,75,12.66,broken clouds
