City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
188,Umm Lajj,25.0213,37.2685,75.42,32,0,18.34,SA,2021-01-11 22:54:52
189,San Isidro,-12.1167,-77.05,73.0,73,40,13.8,PE,2021-01-11 22:53:48
190,Esperance,-33.8667,121.9,55.4,71,71,8.05,AU,2021-01-11 22:50:55
191,Krasnoselkup,65.7,82.4667,-1.86,92,98,13.89,RU,2021-01-11 22:54:32
192,Isangel,-19.55,169.2667,80.6,94,90,7.96,VU,2021-01-11 22:54:21
193,Moron,-34.6534,-58.6198,77.0,65,0,8.05,AR,2021-01-11 22:57:19
194,Antofagasta,-23.65,-70.4,66.2,77,40,18.41,CL,2021-01-11 22:57:17
195,Macae,-22.3708,-41.7869,78.8,83,40,8.05,BR,2021-01-11 22:57:19
196,Ahipara,-35.1667,173.1667,71.53,53,81,3.65,NZ,2021-01-11 22:50:48
197,Troitskoye,52.9821,84.6757,3.33,93,100,7.4,RU,2021-01-11 22:57:19
198,Vestmanna,62.1564,-7.1664,35.6,75,40,21.85,FO,2021-01-11 22:51:16
199,Provideniya,64.3833,-173.3,-0.4,65,0,4.47,RU,2021-01-11 22:50:39
200,Veydelevka,50.1521,38.4492,24.15,97,91,4.88,RU,2021-01-11 22:57:19
201,Souillac,-20.5167,57.5167,78.8,94,40,18.41,MU,2021-01-11 22:50:36
202,Torbay,47.6666,-52.7314,27.0,86,90,9.22,CA,2021-01-11 22:50:26
203,Avera,33.194,-82.5271,48.2,87,90,6.91,US,2021-01-11 22:50:58
204,San Jose,37.3394,-121.895,64.0,55,75,3.44,US,2021-01-11 22:55:58
205,Yushu,44.8,126.5333,0.09,93,64,6.4,CN,2021-01-11 22:57:20
206,Hobyo,5.3505,48.5268,74.75,74,3,20.56,SO,2021-01-11 22:54:15
207,Altay,47.8667,88.1167,9.77,71,25,1.74,CN,2021-01-11 22:54:48
208,Quixada,-4.9714,-39.0153,78.8,70,81,9.55,BR,2021-01-11 22:57:20
209,Luderitz,-26.6481,15.1594,66.33,73,0,18.54,NA,2021-01-11 22:50:50
210,Razole,16.4833,81.8333,66.67,96,60,2.95,IN,2021-01-11 22:57:20
211,Bihoro,43.8228,144.1044,13.5,91,100,3.22,JP,2021-01-11 22:57:20
212,Oriximina,-1.7656,-55.8661,80.15,70,35,2.33,BR,2021-01-11 22:57:21
213,Tsiroanomandidy,-18.7667,46.0333,70.21,88,94,1.48,MG,2021-01-11 22:57:21
214,Pacific Grove,36.6177,-121.9166,64.4,52,1,5.55,US,2021-01-11 22:51:00
215,Kaitangata,-46.2817,169.8464,63.0,54,1,5.01,NZ,2021-01-11 22:51:11
216,Yamada,39.4667,141.95,28.98,97,100,3.91,JP,2021-01-11 22:57:21
217,Portree,57.4129,-6.1942,34.0,85,80,1.01,GB,2021-01-11 22:57:21
218,Bay City,43.5945,-83.8889,28.99,80,90,13.8,US,2021-01-11 22:57:21
219,Narsaq,60.9167,-46.05,42.8,33,75,23.02,GL,2021-01-11 22:50:26
220,Komsomolskiy,40.4272,71.7189,24.8,63,11,4.61,UZ,2021-01-11 22:50:37
221,Yar-Sale,66.8333,70.8333,-4.92,85,100,10.98,RU,2021-01-11 22:57:21
222,Kodiak,57.79,-152.4072,35.6,87,90,5.75,US,2021-01-11 22:47:42
223,Sargodha,32.0836,72.6711,48.42,40,0,1.81,PK,2021-01-11 22:55:11
224,Lompoc,34.6391,-120.4579,62.6,48,1,9.22,US,2021-01-11 22:47:30
225,Faanui,-16.4833,-151.75,81.36,76,100,21.25,PF,2021-01-11 22:50:25
226,Athabasca,54.7169,-113.2854,32.0,64,71,6.91,CA,2021-01-11 22:50:43
227,Teeli,51.0333,90.2333,3.58,90,87,1.03,RU,2021-01-11 22:56:20
228,Parry Sound,45.3501,-80.033,32.0,80,100,9.93,CA,2021-01-11 22:56:50
229,Biak,-0.9131,122.8766,79.27,75,97,0.74,ID,2021-01-11 22:50:58
230,Broken Hill,-31.95,141.4333,69.8,60,0,17.27,AU,2021-01-11 22:57:22
231,Cabo San Lucas,22.8909,-109.9124,72.0,49,1,6.91,MX,2021-01-11 22:50:50
232,Vuktyl,63.8567,57.3094,-11.65,84,86,3.76,RU,2021-01-11 22:57:22
233,Manggar,-2.8833,108.2667,78.85,86,100,12.28,ID,2021-01-11 22:50:52
234,Hervey Bay,-25.2986,152.8535,78.01,70,14,5.99,AU,2021-01-11 22:51:05
235,Newberg,45.3001,-122.9732,48.2,93,90,2.37,US,2021-01-11 22:55:19
236,Pisco,-13.7,-76.2167,75.2,73,0,23.02,PE,2021-01-11 22:50:57
237,Kavieng,-2.5744,150.7967,84.29,72,85,9.95,PG,2021-01-11 22:50:40
238,Lorengau,-2.0226,147.2712,84.81,72,100,8.39,PG,2021-01-11 22:50:38
239,Saldanha,-33.0117,17.9442,64.4,72,0,5.75,ZA,2021-01-11 22:50:47
240,Gaoyou,32.7858,119.4278,30.99,59,0,11.65,CN,2021-01-11 22:53:01
241,Portland,45.5234,-122.6762,48.0,76,90,16.11,US,2021-01-11 22:54:05
242,Daboh,26.0025,78.8761,46.81,59,0,4.72,IN,2021-01-11 22:57:23
243,Constantine,36.365,6.6147,39.2,93,75,6.91,DZ,2021-01-11 22:54:49
244,Thompson,55.7435,-97.8558,21.2,100,90,5.75,CA,2021-01-11 22:50:40
245,Port Lincoln,-34.7333,135.8667,62.73,66,46,13.76,AU,2021-01-11 22:50:33
246,Pokhara,28.2333,83.9833,51.89,45,97,3.02,NP,2021-01-11 22:57:23
247,Teya,60.3778,92.6267,-17.59,85,86,3.67,RU,2021-01-11 22:50:46
248,San Andres,12.5847,-81.7006,81.79,80,100,19.82,CO,2021-01-11 22:51:20
249,Mount Gambier,-37.8333,140.7667,60.8,59,90,12.66,AU,2021-01-11 22:50:47
250,Adrar,20.5022,-10.0711,57.58,37,100,11.14,MR,2021-01-11 22:51:05
251,Asyut,27.181,31.1837,60.8,59,0,9.22,EG,2021-01-11 22:56:51
252,Turukhansk,65.8167,87.9833,-5.66,92,100,6.91,RU,2021-01-11 22:50:41
253,Nevel,56.0209,29.9284,16.81,98,83,4.76,RU,2021-01-11 22:57:24
254,Rafaela,-31.2503,-61.4867,67.37,87,81,17.29,AR,2021-01-11 22:57:24
255,Duvan,55.695,57.9024,-6.68,90,100,12.57,RU,2021-01-11 22:57:24
256,Kahului,20.8947,-156.47,84.2,51,40,12.66,US,2021-01-11 22:50:34
257,Dubai,25.2582,55.3047,60.8,59,0,2.3,AE,2021-01-11 22:54:50
258,Harnai,30.1005,67.9374,46.58,36,0,2.93,PK,2021-01-11 22:57:24
259,Inhambane,-23.865,35.3833,77.05,86,31,7.07,MZ,2021-01-11 22:50:53
260,Mirnyy,62.5353,113.9611,-40.63,81,92,1.19,RU,2021-01-11 22:57:24
261,Cap Malheureux,-19.9842,57.6142,79.0,87,98,10.0,MU,2021-01-11 22:50:55
262,Vostok,46.4856,135.8833,-5.42,86,99,3.8,RU,2021-01-11 22:56:05
263,Riberalta,-10.9833,-66.1,82.6,70,60,1.83,BO,2021-01-11 22:57:25
264,San Patricio,28.017,-97.5169,51.8,54,75,14.97,US,2021-01-11 22:50:59
265,Teguldet,57.3064,88.1667,-26.16,85,0,3.4,RU,2021-01-11 22:56:16
266,Methoni,36.8197,21.7049,64.4,77,76,9.22,GR,2021-01-11 22:57:25
267,Nhulunbuy,-12.2333,136.7667,86.0,79,35,9.22,AU,2021-01-11 22:56:54
268,Pyinmana,19.7333,96.2167,66.56,79,39,2.55,MM,2021-01-11 22:57:25
269,Aljezur,37.3191,-8.8033,35.01,29,0,6.08,PT,2021-01-11 22:57:26
270,Manokwari,-0.8667,134.0833,80.35,78,100,0.31,ID,2021-01-11 22:57:26
271,Marshall,34.3834,-86.3333,41.0,100,90,4.61,US,2021-01-11 22:56:20
272,Berlevag,70.8578,29.0864,12.2,67,0,10.36,NO,2021-01-11 22:50:26
273,Auki,-8.7676,160.7034,83.26,78,100,3.96,SB,2021-01-11 22:51:17
274,Redcliffe,-27.2307,153.0973,79.0,61,20,9.22,AU,2021-01-11 22:54:28
275,Ostrovnoy,68.0531,39.5131,4.17,91,1,16.55,RU,2021-01-11 22:50:28
276,Clyde River,70.4692,-68.5914,3.2,85,90,19.57,CA,2021-01-11 22:50:32
277,Victor Harbor,-35.5667,138.6167,64.0,71,90,5.01,AU,2021-01-11 22:57:26
278,Hovd,48.0056,91.6419,16.23,71,17,6.04,MN,2021-01-11 22:54:50
279,Presidencia Roque Saenz Pena,-26.7852,-60.4388,96.03,34,23,6.76,AR,2021-01-11 22:57:26
280,Guapore,-28.8456,-51.8903,89.01,58,10,1.01,BR,2021-01-11 22:56:22
281,Caravelas,-17.7125,-39.2481,77.0,85,0,7.18,BR,2021-01-11 22:51:03
282,Ketchikan,55.3422,-131.6461,44.6,81,75,16.11,US,2021-01-11 22:50:55
283,Kathmandu,27.7167,85.3167,44.6,93,20,2.3,NP,2021-01-11 22:51:40
284,Salamiyah,35.0113,37.0532,56.77,42,97,5.84,SY,2021-01-11 22:57:27
285,Pampa,35.5362,-100.9599,44.6,56,1,9.22,US,2021-01-11 22:57:27
286,Casablanca,33.5928,-7.6192,51.01,100,20,4.61,MA,2021-01-11 22:53:47
287,Sao Desiderio,-12.3633,-44.9733,77.31,68,76,1.5,BR,2021-01-11 22:57:27
288,Salisbury,51.0693,-1.7957,48.0,93,75,16.11,GB,2021-01-11 22:57:27
289,Udachnyy,66.4167,112.4,-31.29,78,70,4.41,RU,2021-01-11 22:54:03
290,Georgetown,5.4112,100.3354,80.6,73,20,3.44,MY,2021-01-11 22:47:28
291,Alto Araguaia,-17.3147,-53.2153,75.43,76,100,2.84,BR,2021-01-11 22:57:27
292,Grenaa,56.4158,10.8783,42.8,100,75,5.75,DK,2021-01-11 22:57:27
293,Sobolevo,54.4299,31.8996,16.18,97,100,6.04,RU,2021-01-11 22:57:10
294,Guerrero Negro,27.9769,-114.0611,69.31,26,0,13.94,MX,2021-01-11 22:50:44
